nome_munic,datahora,latitude,longitude,casos,obitos,casos_pc,obitos_pc
Botucatu,2020-10-04,-22.8837,-48.4437,2393,44,1695.53973146278,31.1758245651327
Botucatu,2020-10-05,-22.8837,-48.4437,2393,44,1695.53973146278,31.1758245651327
Botucatu,2020-10-06,-22.8837,-48.4437,2412,45,1709.0020193431799,31.884366032522102
Botucatu,2020-10-07,-22.8837,-48.4437,2421,47,1715.37889254969,33.3014489673008
Botucatu,2020-10-08,-22.8837,-48.4437,2433,47,1723.88139015836,33.3014489673008
Botucatu,2020-10-09,-22.8837,-48.4437,2443,47,1730.96680483225,33.3014489673008
Botucatu,2020-10-10,-22.8837,-48.4437,2459,47,1742.30346831048,33.3014489673008
Botucatu,2020-10-11,-22.8837,-48.4437,2459,47,1742.30346831048,33.3014489673008
Botucatu,2020-10-12,-22.8837,-48.4437,2461,47,1743.72055124526,33.3014489673008
Botucatu,2020-10-13,-22.8837,-48.4437,2463,47,1745.1376341800399,33.3014489673008
Botucatu,2020-10-14,-22.8837,-48.4437,2485,47,1760.7255464626103,33.3014489673008
Botucatu,2020-10-15,-22.8837,-48.4437,2494,47,1767.10241966911,33.3014489673008
Botucatu,2020-10-16,-22.8837,-48.4437,2498,47,1769.93658553867,33.3014489673008
Botucatu,2020-10-17,-22.8837,-48.4437,2513,47,1780.56470754951,33.3014489673008
Botucatu,2020-10-18,-22.8837,-48.4437,2517,47,1783.3988734190698,33.3014489673008
Botucatu,2020-10-19,-22.8837,-48.4437,2517,47,1783.3988734190698,33.3014489673008
Botucatu,2020-10-20,-22.8837,-48.4437,2563,47,1815.99178091898,33.3014489673008
Botucatu,2020-10-21,-22.8837,-48.4437,2570,47,1820.9515711907002,33.3014489673008
Botucatu,2020-10-22,-22.8837,-48.4437,2574,47,1823.78573706026,33.3014489673008
Botucatu,2020-10-23,-22.8837,-48.4437,2587,47,1832.9967761363198,33.3014489673008
Botucatu,2020-10-24,-22.8837,-48.4437,2604,48,1845.0419810819396,34.0099904346902
Botucatu,2020-10-25,-22.8837,-48.4437,2623,48,1858.50426896234,34.0099904346902
Botucatu,2020-10-26,-22.8837,-48.4437,2626,48,1860.6298933645103,34.0099904346902
Botucatu,2020-10-27,-22.8837,-48.4437,2635,49,1867.00676657101,34.718531902079604
Botucatu,2020-10-28,-22.8837,-48.4437,2642,50,1871.96655684274,35.4270733694689
Botucatu,2020-10-29,-22.8837,-48.4437,2645,50,1874.0921812449103,35.4270733694689
Botucatu,2020-10-30,-22.8837,-48.4437,2650,50,1877.63488858185,35.4270733694689
Botucatu,2020-10-31,-22.8837,-48.4437,2658,50,1883.3032203209698,35.4270733694689
Botucatu,2020-11-01,-22.8837,-48.4437,2658,50,1883.3032203209698,35.4270733694689
Botucatu,2020-11-02,-22.8837,-48.4437,2658,50,1883.3032203209698,35.4270733694689
Botucatu,2020-11-03,-22.8837,-48.4437,2659,52,1884.0117617883602,36.844156304247704
Botucatu,2020-11-04,-22.8837,-48.4437,2664,52,1887.55446912531,36.844156304247704
Botucatu,2020-11-05,-22.8837,-48.4437,2671,52,1892.51425939703,36.844156304247704
Botucatu,2020-11-06,-22.8837,-48.4437,2671,52,1892.51425939703,36.844156304247704
Botucatu,2020-11-07,-22.8837,-48.4437,2671,52,1892.51425939703,36.844156304247704
Botucatu,2020-11-08,-22.8837,-48.4437,2671,52,1892.51425939703,36.844156304247704
Botucatu,2020-11-09,-22.8837,-48.4437,2671,52,1892.51425939703,36.844156304247704
Botucatu,2020-11-10,-22.8837,-48.4437,2716,52,1924.3986254295498,36.844156304247704
Botucatu,2020-11-11,-22.8837,-48.4437,2730,52,1934.318205973,36.844156304247704
Botucatu,2020-11-12,-22.8837,-48.4437,2735,52,1937.8609133099499,36.844156304247704
Botucatu,2020-11-13,-22.8837,-48.4437,2749,52,1947.7804938534,36.844156304247704
Botucatu,2020-11-14,-22.8837,-48.4437,2750,52,1948.4890353207898,36.844156304247704
Botucatu,2020-11-15,-22.8837,-48.4437,2750,52,1948.4890353207898,36.844156304247704
Botucatu,2020-11-16,-22.8837,-48.4437,2751,52,1949.19757678818,36.844156304247704
Botucatu,2020-11-17,-22.8837,-48.4437,2793,52,1978.9563184185397,36.844156304247704
Botucatu,2020-11-18,-22.8837,-48.4437,2833,52,2007.2979771141102,36.844156304247704
Botucatu,2020-11-19,-22.8837,-48.4437,2849,52,2018.6346405923398,36.844156304247704
Botucatu,2020-11-20,-22.8837,-48.4437,2888,52,2046.26775782053,36.844156304247704
Botucatu,2020-11-21,-22.8837,-48.4437,2917,52,2066.81546037482,36.844156304247704
Botucatu,2020-11-22,-22.8837,-48.4437,2943,52,2085.2375385269397,36.844156304247704
Botucatu,2020-11-23,-22.8837,-48.4437,2944,52,2085.94607999433,36.844156304247704
Botucatu,2020-11-24,-22.8837,-48.4437,2984,52,2114.2877386899104,36.844156304247704
Botucatu,2020-11-25,-22.8837,-48.4437,3009,52,2132.00127537464,36.844156304247704
Botucatu,2020-11-26,-22.8837,-48.4437,3024,52,2142.62939738548,36.844156304247704
Botucatu,2020-11-27,-22.8837,-48.4437,3026,52,2144.04648032026,36.844156304247704
Botucatu,2020-11-28,-22.8837,-48.4437,3030,52,2146.88064618982,36.844156304247704
Botucatu,2020-11-29,-22.8837,-48.4437,3030,52,2146.88064618982,36.844156304247704
Botucatu,2020-11-30,-22.8837,-48.4437,3030,52,2146.88064618982,36.844156304247704
Botucatu,2020-12-01,-22.8837,-48.4437,3093,53,2191.51875863535,37.5526977716371
Botucatu,2020-12-02,-22.8837,-48.4437,3123,53,2212.77500265703,37.5526977716371
Botucatu,2020-12-03,-22.8837,-48.4437,3180,54,2253.16186629823,38.2612392390265
Botucatu,2020-12-04,-22.8837,-48.4437,3215,54,2277.96081765685,38.2612392390265
Botucatu,2020-12-05,-22.8837,-48.4437,3276,54,2321.18184716761,38.2612392390265
Botucatu,2020-12-06,-22.8837,-48.4437,3280,55,2324.01601303716,38.9697807064158
Botucatu,2020-12-07,-22.8837,-48.4437,3294,55,2333.93559358061,38.9697807064158
Botucatu,2020-12-08,-22.8837,-48.4437,3309,55,2344.56371559146,38.9697807064158
Botucatu,2020-12-09,-22.8837,-48.4437,3354,55,2376.44808162398,38.9697807064158
Botucatu,2020-12-10,-22.8837,-48.4437,3442,55,2438.7997307542396,38.9697807064158
Botucatu,2020-12-11,-22.8837,-48.4437,3456,55,2448.7193112976897,38.9697807064158
Botucatu,2020-12-12,-22.8837,-48.4437,3488,56,2471.39263825415,39.678322173805206
Botucatu,2020-12-13,-22.8837,-48.4437,3488,56,2471.39263825415,39.678322173805206
Botucatu,2020-12-14,-22.8837,-48.4437,3489,56,2472.10117972154,39.678322173805206
Botucatu,2020-12-15,-22.8837,-48.4437,3495,56,2476.35242852588,39.678322173805206
Botucatu,2020-12-16,-22.8837,-48.4437,3495,56,2476.35242852588,39.678322173805206
Botucatu,2020-12-17,-22.8837,-48.4437,3602,56,2552.16636553654,39.678322173805206
Botucatu,2020-12-18,-22.8837,-48.4437,3627,56,2569.87990222128,39.678322173805206
Botucatu,2020-12-19,-22.8837,-48.4437,3705,56,2625.1461366776502,39.678322173805206
Botucatu,2020-12-20,-22.8837,-48.4437,3705,56,2625.1461366776502,39.678322173805206
Botucatu,2020-12-21,-22.8837,-48.4437,3705,56,2625.1461366776502,39.678322173805206
Botucatu,2020-12-22,-22.8837,-48.4437,3767,56,2669.0757076557898,39.678322173805206
Botucatu,2020-12-23,-22.8837,-48.4437,3796,57,2689.62341021008,40.3868636411946
Botucatu,2020-12-24,-22.8837,-48.4437,3846,57,2725.05048357955,40.3868636411946
Botucatu,2020-12-25,-22.8837,-48.4437,3866,57,2739.2213129273396,40.3868636411946
Botucatu,2020-12-26,-22.8837,-48.4437,3869,57,2741.34693732951,40.3868636411946
Botucatu,2020-12-27,-22.8837,-48.4437,3870,57,2742.0554787969,40.3868636411946
Botucatu,2020-12-28,-22.8837,-48.4437,3871,57,2742.7640202642897,40.3868636411946
Botucatu,2020-12-29,-22.8837,-48.4437,3935,58,2788.11067417721,41.095405108583996
Botucatu,2020-12-30,-22.8837,-48.4437,4006,58,2838.41711836185,41.095405108583996
